,,Value,Symbol
Municipal water withdrawal,Afghanistan,0.1788692308,I
Industrial water withdrawal,Afghanistan,0.0988461538,I
Total water withdrawal,Afghanistan,20.8095335664,E
Municipal water withdrawal,Albania,0.41528,I
Industrial water withdrawal,Albania,0.18918,I
Total water withdrawal,Albania,1.43046,E
Municipal water withdrawal,Algeria,1.5407,I
Industrial water withdrawal,Algeria,0.554,I
Total water withdrawal,Algeria,5.3050636364,E
Municipal water withdrawal,Angola,0.2046923077,I
Industrial water withdrawal,Angola,0.153,I
Total water withdrawal,Angola,0.6034615385,I
Municipal water withdrawal,Antigua and Barbuda,0.0040733333,I
Industrial water withdrawal,Antigua and Barbuda,0.0013733333,I
Total water withdrawal,Antigua and Barbuda,0.0065866667,I
Municipal water withdrawal,Argentina,4.72125,I
Industrial water withdrawal,Argentina,3.09,I
Total water withdrawal,Argentina,29.33125,E
Municipal water withdrawal,Armenia,0.76552,I
Industrial water withdrawal,Armenia,0.1076,I
Total water withdrawal,Armenia,2.58472,I
Total water withdrawal,Australia,22.092,I
Municipal water withdrawal,Austria,0.6871,X
Industrial water withdrawal,Austria,2.857,X
Total water withdrawal,Austria,3.6441,E
Municipal water withdrawal,Azerbaijan,0.3559,OF
Industrial water withdrawal,Azerbaijan,2.904,OF
Total water withdrawal,Azerbaijan,12.5139,E
Municipal water withdrawal,Bahrain,0.1391769231,I
Industrial water withdrawal,Bahrain,0.0155461538,I
Total water withdrawal,Bahrain,0.3142230769,E
Municipal water withdrawal,Bangladesh,2.4388888889,I
Industrial water withdrawal,Bangladesh,0.5011111111,I
Municipal water withdrawal,Barbados,0.02,I
Industrial water withdrawal,Barbados,0.0062,I
Total water withdrawal,Barbados,0.081,I
Municipal water withdrawal,Belarus,0.7914,I
Industrial water withdrawal,Belarus,0.6138,I
Total water withdrawal,Belarus,1.9228,I
Municipal water withdrawal,Belgium,0.874,X
Industrial water withdrawal,Belgium,6.8,X
Total water withdrawal,Belgium,7.69,E
Municipal water withdrawal,Belize,0.01116,I
Industrial water withdrawal,Belize,0.0163076923,I
Total water withdrawal,Belize,0.0751248352,E
Municipal water withdrawal,Benin,0.0364285714,I
Industrial water withdrawal,Benin,0.02625,I
Total water withdrawal,Benin,0.1433928571,E
Municipal water withdrawal,Bhutan,0.0118666667,I
Industrial water withdrawal,Bhutan,0.0024761905,I
Municipal water withdrawal,Bolivia (Plurinational State of),0.1294545455,I
Industrial water withdrawal,Bolivia (Plurinational State of),0.0483636364,I
Total water withdrawal,Bolivia (Plurinational State of),1.8343181818,E
Municipal water withdrawal,Botswana,0.06286,I
Industrial water withdrawal,Botswana,0.0305,I
Total water withdrawal,Botswana,0.16364,I
Municipal water withdrawal,Brazil,11.973,I
Industrial water withdrawal,Brazil,9.96,I
Total water withdrawal,Brazil,55.19,I
Total water withdrawal,Brunei Darussalam,0.092,I
Municipal water withdrawal,Bulgaria,1.0005,I
Industrial water withdrawal,Bulgaria,4.0827,I
Total water withdrawal,Bulgaria,6.5802,E
Municipal water withdrawal,Burkina Faso,0.0988333333,I
Industrial water withdrawal,Burkina Faso,0.005,I
Total water withdrawal,Burkina Faso,0.4722222222,E
Municipal water withdrawal,Burundi,0.046,I
Industrial water withdrawal,Burundi,0.0130769231,I
Total water withdrawal,Burundi,0.2446153846,I
Municipal water withdrawal,Cambodia,0.0638947368,I
Industrial water withdrawal,Cambodia,0.0198315789,I
Municipal water withdrawal,Cameroon,0.1696875,I
Industrial water withdrawal,Cameroon,0.0711875,I
Total water withdrawal,Cameroon,0.754,I
Municipal water withdrawal,Canada,5.307,I
Industrial water withdrawal,Canada,32.575,I
Total water withdrawal,Canada,41.824,E
Municipal water withdrawal,Central African Republic,0.0456153846,I
Industrial water withdrawal,Central African Republic,0.0093846154,I
Total water withdrawal,Central African Republic,0.0554,I
Municipal water withdrawal,Chad,0.0747692308,I
Industrial water withdrawal,Chad,0.069,I
Total water withdrawal,Chad,0.6412358974,E
Municipal water withdrawal,Chile,1.0625,I
Industrial water withdrawal,Chile,2.281625,I
Total water withdrawal,Chile,25.6971428571,I
Municipal water withdrawal,China,43.64,I
Industrial water withdrawal,China,104.75,I
Total water withdrawal,China,539.3471428571,I
Municipal water withdrawal,Congo,0.0296,I
Industrial water withdrawal,Congo,0.0102666667,I
Total water withdrawal,Congo,0.044,I
Municipal water withdrawal,Costa Rica,0.757,OF
Municipal water withdrawal,Croatia,0.5309,OF
Municipal water withdrawal,Cuba,1.7666666667,I
Industrial water withdrawal,Cuba,0.7642833333,I
Total water withdrawal,Cuba,5.2211318182,E
Municipal water withdrawal,Cyprus,0.0478857143,I
Industrial water withdrawal,Cyprus,0.0041428571,I
Total water withdrawal,Cyprus,0.2015714286,I
Municipal water withdrawal,Czechia,0.9585,X
