,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,2002,259.0,X
1,Total area of the country (excl. coastal water),4100,2007,259.0,X
2,Total area of the country (excl. coastal water),4100,2012,259.0,X
3,Total area of the country (excl. coastal water),4100,2017,259.0,E
4,Cultivated area (arable land + permanent crops),4103,2002,63.0,X
5,Cultivated area (arable land + permanent crops),4103,2007,63.0,X
6,Cultivated area (arable land + permanent crops),4103,2012,64.13,X
7,Cultivated area (arable land + permanent crops),4103,2017,63.592,X
8,Cultivated area (arable land + permanent crops),4103,2018,63.676,X
9,Total population,4104,1962,390.3,X
10,Total population,4104,1967,402.4,X
11,Total population,4104,1972,409.8,X
12,Total population,4104,1977,414.1,X
13,Total population,4104,1982,417.0,X
14,Total population,4104,1987,419.0,X
15,Total population,4104,1992,425.3,X
16,Total population,4104,1997,432.8,X
17,Total population,4104,2002,443.726,X
18,Total population,4104,2007,474.915,X
19,Total population,4104,2012,530.857,X
20,Total population,4104,2017,591.91,X
21,Total population,4104,2018,604.245,X
22,Rural population,4105,2002,65.234,X
23,Rural population,4105,2007,59.77,X
24,Rural population,4105,2012,57.239,X
25,Rural population,4105,2017,54.103,X
26,Rural population,4105,2018,53.239,X
27,Urban population,4106,1962,226.1,X
28,Urban population,4106,1967,244.1,X
29,Urban population,4106,1972,261.9,X
30,Urban population,4106,1977,284.4,X
31,Urban population,4106,1982,293.5,X
32,Urban population,4106,1987,299.7,X
33,Urban population,4106,1992,319.2,X
34,Urban population,4106,1997,347.9,X
35,Urban population,4106,2002,378.492,X
36,Urban population,4106,2007,414.952,X
37,Urban population,4106,2012,475.148,X
38,Urban population,4106,2017,529.352,X
39,Urban population,4106,2018,537.082,X
40,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2002,0.1718,I
41,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2007,0.1768,I
42,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2012,0.162,I
43,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2017,0.0999,I
44,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2018,0.0999,I
45,Gross Domestic Product (GDP),4112,1962,741509481.0,X
46,Gross Domestic Product (GDP),4112,1967,974721763.0,X
47,Gross Domestic Product (GDP),4112,1972,1968745584.0,X
48,Gross Domestic Product (GDP),4112,1977,3922813879.0,X
49,Gross Domestic Product (GDP),4112,1982,4764381394.0,X
50,Gross Domestic Product (GDP),4112,1987,8614329542.0,X
51,Gross Domestic Product (GDP),4112,1992,16066440483.0,X
52,Gross Domestic Product (GDP),4112,1997,19731654627.0,X
53,Gross Domestic Product (GDP),4112,2002,23617403075.0,X
54,Gross Domestic Product (GDP),4112,2007,50885522574.0,X
55,Gross Domestic Product (GDP),4112,2012,56677961787.0,X
56,Gross Domestic Product (GDP),4112,2017,64181944723.0,X
57,Gross Domestic Product (GDP),4112,2018,70919958016.0,X
58,GDP per capita,4458,1972,5704.805766,X
59,GDP per capita,4458,1977,10928.032247,X
60,GDP per capita,4458,1982,13049.595981,X
61,GDP per capita,4458,1987,23214.336453,X
62,GDP per capita,4458,1992,41049.276389,X
63,GDP per capita,4458,1997,46983.038537,X
64,GDP per capita,4458,2002,53225.195448,X
65,GDP per capita,4458,2007,107190.150392,X
66,GDP per capita,4458,2012,106460.078452,X
67,GDP per capita,4458,2017,110003.247419,X
68,GDP per capita,4458,2018,120137.955478,X
69,"Agriculture, value added (% GDP)",4113,1972,2.736968,X
70,"Agriculture, value added (% GDP)",4113,1977,1.996883,X
71,"Agriculture, value added (% GDP)",4113,1982,2.277137,X
72,"Agriculture, value added (% GDP)",4113,1987,1.572046,X
73,"Agriculture, value added (% GDP)",4113,1992,0.983014,X
74,"Agriculture, value added (% GDP)",4113,1997,0.740051,X
75,"Agriculture, value added (% GDP)",4113,2002,0.720096,X
