,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1962,46.0,X
1,Total area of the country (excl. coastal water),4100,1967,46.0,X
2,Total area of the country (excl. coastal water),4100,1972,46.0,X
3,Total area of the country (excl. coastal water),4100,1977,46.0,X
4,Total area of the country (excl. coastal water),4100,1982,46.0,X
5,Total area of the country (excl. coastal water),4100,1987,46.0,X
6,Total area of the country (excl. coastal water),4100,1992,46.0,X
7,Total area of the country (excl. coastal water),4100,1997,46.0,X
8,Total area of the country (excl. coastal water),4100,2002,46.0,X
9,Total area of the country (excl. coastal water),4100,2007,46.0,X
10,Total area of the country (excl. coastal water),4100,2012,46.0,X
11,Total area of the country (excl. coastal water),4100,2017,46.0,E
12,Total area of the country (excl. coastal water),4100,2018,46.0,E
13,Cultivated area (arable land + permanent crops),4103,1992,2.3,X
14,Cultivated area (arable land + permanent crops),4103,1997,2.3,X
15,Cultivated area (arable land + permanent crops),4103,2002,2.3,X
16,Cultivated area (arable land + permanent crops),4103,2007,2.3,X
17,Cultivated area (arable land + permanent crops),4103,2012,2.3,X
18,Cultivated area (arable land + permanent crops),4103,2017,2.3,X
19,Cultivated area (arable land + permanent crops),4103,2018,2.3,X
20,Total population,4104,1962,6.029,X
21,Total population,4104,1967,6.962,X
22,Total population,4104,1972,7.895,X
23,Total population,4104,1977,8.612,X
24,Total population,4104,1982,10.41,X
25,Total population,4104,1987,13.06,X
26,Total population,4104,1992,15.856,X
27,Total population,4104,1997,18.014,X
28,Total population,4104,2002,19.637,X
29,Total population,4104,2007,19.158,X
30,Total population,4104,2012,17.64,X
31,Total population,4104,2017,17.808,X
32,Total population,4104,2018,17.907,X
33,Rural population,4105,1992,4.715,X
34,Rural population,4105,1997,5.244,X
35,Rural population,4105,2002,5.902,X
36,Rural population,4105,2007,5.501,X
37,Rural population,4105,2012,4.942,X
38,Rural population,4105,2017,4.484,X
39,Rural population,4105,2018,4.408,X
40,Urban population,4106,1962,2.9,X
41,Urban population,4106,1967,3.8,X
42,Urban population,4106,1972,4.7,X
43,Urban population,4106,1977,5.4,X
44,Urban population,4106,1982,6.8,X
45,Urban population,4106,1987,9.2,X
46,Urban population,4106,1992,11.179,X
47,Urban population,4106,1997,12.879,X
48,Urban population,4106,2002,13.672,X
49,Urban population,4106,2007,14.615,X
50,Urban population,4106,2012,15.816,X
51,Urban population,4106,2017,17.245,X
52,Urban population,4106,2018,17.556,X
53,Gross Domestic Product (GDP),4112,1972,11260422.0,X
54,Gross Domestic Product (GDP),4112,1977,17998720.0,X
55,Gross Domestic Product (GDP),4112,1982,29067928.0,X
56,Gross Domestic Product (GDP),4112,1987,53387485.0,X
57,Gross Domestic Product (GDP),4112,1992,93339143.0,X
58,Gross Domestic Product (GDP),4112,1997,142772230.0,X
59,Gross Domestic Product (GDP),4112,2002,161615000.0,X
60,Gross Domestic Product (GDP),4112,2007,194630266.0,X
61,Gross Domestic Product (GDP),4112,2012,211103344.0,X
62,Gross Domestic Product (GDP),4112,2014,243146969.0,X
63,GDP per capita,4458,1972,950.08623,X
64,GDP per capita,4458,1977,1472.287935,X
65,GDP per capita,4458,1982,2295.500908,X
66,GDP per capita,4458,1987,3749.121138,X
67,GDP per capita,4458,1992,5872.602429,X
68,GDP per capita,4458,1997,7877.957844,X
69,GDP per capita,4458,2002,8256.615919,X
70,GDP per capita,4458,2007,9675.396003,X
71,GDP per capita,4458,2012,10169.734271,X
72,GDP per capita,4458,2017,13176.940954,X
73,GDP per capita,4458,2018,12930.016163,X
74,"Agriculture, value added (% GDP)",4113,1972,19.899592,X
75,"Agriculture, value added (% GDP)",4113,1977,19.928567,X
76,"Agriculture, value added (% GDP)",4113,1982,20.214416,X
77,"Agriculture, value added (% GDP)",4113,1987,21.912544,X
78,"Agriculture, value added (% GDP)",4113,1992,29.305689,X
79,"Agriculture, value added (% GDP)",4113,1997,4.249199,X
80,"Agriculture, value added (% GDP)",4113,2002,4.218212,X
81,"Agriculture, value added (% GDP)",4113,2007,3.69174,X
82,"Agriculture, value added (% GDP)",4113,2012,3.68212,X
83,"Agriculture, value added (% GDP)",4113,2014,3.325834,X
84,Total population with access to safe drinking-water (JMP),4114,1992,90.6,X
85,Total population with access to safe drinking-water (JMP),4114,1997,91.7,X
86,Total population with access to safe drinking-water (JMP),4114,2002,93.1,X
87,Total population with access to safe drinking-water (JMP),4114,2007,94.8,X
88,Total population with access to safe drinking-water (JMP),4114,2012,95.3,I
89,Total population with access to safe drinking-water (JMP),4114,2017,95.3,I
90,Total population with access to safe drinking-water (JMP),4114,2018,95.3,I
91,Surface water: entering the country (total),4159,1962,0.0,
