,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1962,602.0,X
1,Total area of the country (excl. coastal water),4100,1967,602.0,X
2,Total area of the country (excl. coastal water),4100,1972,602.0,X
3,Total area of the country (excl. coastal water),4100,1977,602.0,X
4,Total area of the country (excl. coastal water),4100,1982,602.0,X
5,Total area of the country (excl. coastal water),4100,1987,602.0,X
6,Total area of the country (excl. coastal water),4100,1992,602.0,X
7,Total area of the country (excl. coastal water),4100,1997,602.0,X
8,Total area of the country (excl. coastal water),4100,2002,602.0,X
9,Total area of the country (excl. coastal water),4100,2007,602.0,X
10,Total area of the country (excl. coastal water),4100,2012,602.0,X
11,Total area of the country (excl. coastal water),4100,2017,602.0,E
12,Total area of the country (excl. coastal water),4100,2018,602.0,E
13,Cultivated area (arable land + permanent crops),4103,1962,202.0,X
14,Cultivated area (arable land + permanent crops),4103,1967,205.0,X
15,Cultivated area (arable land + permanent crops),4103,1972,207.0,X
16,Cultivated area (arable land + permanent crops),4103,1977,214.0,X
17,Cultivated area (arable land + permanent crops),4103,1982,223.0,X
18,Cultivated area (arable land + permanent crops),4103,1987,225.0,X
19,Cultivated area (arable land + permanent crops),4103,1992,220.0,X
20,Cultivated area (arable land + permanent crops),4103,1997,220.0,X
21,Cultivated area (arable land + permanent crops),4103,2002,220.0,X
22,Cultivated area (arable land + permanent crops),4103,2007,203.5,X
23,Cultivated area (arable land + permanent crops),4103,2012,121.97,X
24,Cultivated area (arable land + permanent crops),4103,2017,186.0,X
25,Cultivated area (arable land + permanent crops),4103,2018,186.0,X
26,Total population,4104,1962,1128.576,X
27,Total population,4104,1967,1165.75,X
28,Total population,4104,1972,1182.425,X
29,Total population,4104,1977,1400.119,X
30,Total population,4104,1982,1600.947,X
31,Total population,4104,1987,1879.75,X
32,Total population,4104,1992,2287.662,X
33,Total population,4104,1997,2872.006,X
34,Total population,4104,2002,3380.164,X
35,Total population,4104,2007,3756.46,X
36,Total population,4104,2012,4241.573,X
37,Total population,4104,2017,4747.227,X
38,Total population,4104,2018,4862.979,X
39,Rural population,4105,1962,613.325,X
40,Rural population,4105,1967,570.155,X
41,Rural population,4105,1972,514.039,X
42,Rural population,4105,1977,549.092,X
43,Rural population,4105,1982,584.177,X
44,Rural population,4105,1987,635.975,X
45,Rural population,4105,1992,715.24,X
46,Rural population,4105,1997,827.261,X
47,Rural population,4105,2002,932.313,X
48,Rural population,4105,2007,994.598,X
49,Rural population,4105,2012,1090.093,X
50,Rural population,4105,2017,1186.188,X
51,Rural population,4105,2018,1204.356,X
52,Urban population,4106,1962,515.383,X
53,Urban population,4106,1967,594.899,X
54,Urban population,4106,1972,666.011,X
55,Urban population,4106,1977,848.925,X
56,Urban population,4106,1982,1015.468,X
57,Urban population,4106,1987,1242.965,X
58,Urban population,4106,1992,1571.745,X
59,Urban population,4106,1997,2043.886,X
60,Urban population,4106,2002,2446.736,X
61,Urban population,4106,2007,2757.268,X
62,Urban population,4106,2012,3204.867,X
63,Urban population,4106,2017,3734.536,X
64,Urban population,4106,2018,3848.42,X
65,Gross Domestic Product (GDP),4112,1972,295349517.0,X
66,Gross Domestic Product (GDP),4112,1977,700446989.0,X
67,Gross Domestic Product (GDP),4112,1982,1054084858.0,X
68,Gross Domestic Product (GDP),4112,1987,1778518685.0,X
69,Gross Domestic Product (GDP),4112,1992,2573316615.0,X
70,Gross Domestic Product (GDP),4112,1993,2771980343.0,X
71,Gross Domestic Product (GDP),4112,2007,5815700000.0,X
72,Gross Domestic Product (GDP),4112,2012,12208400000.0,X
73,Gross Domestic Product (GDP),4112,2016,15405400000.0,X
74,Gross Domestic Product (GDP),4112,2018,16276600000.0,X
75,GDP per capita,4458,1972,250.285596,X
76,GDP per capita,4458,1977,501.02895,X
77,GDP per capita,4458,1982,658.949241,X
78,GDP per capita,4458,1987,946.554273,X
79,GDP per capita,4458,1992,1125.200478,X
80,GDP per capita,4458,1997,1392.361721,X
81,GDP per capita,4458,2002,1118.885372,X
82,GDP per capita,4458,2007,1550.082013,X
83,GDP per capita,4458,2012,2842.494459,X
84,GDP per capita,4458,2017,3277.485183,X
85,GDP per capita,4458,2018,3221.318341,X
86,"Agriculture, value added (% GDP)",4113,2007,8.925839,X
87,"Agriculture, value added (% GDP)",4113,2012,8.105894,X
88,"Agriculture, value added (% GDP)",4113,2016,7.603827,X
89,"Agriculture, value added (% GDP)",4113,2018,7.359645,X
90,Total population with access to safe drinking-water (JMP),4114,1992,95.8,X
91,Total population with access to safe drinking-water (JMP),4114,1997,96.0,X
92,Total population with access to safe drinking-water (JMP),4114,2002,86.7,X
93,Total population with access to safe drinking-water (JMP),4114,2007,76.0,X
94,Total population with access to safe drinking-water (JMP),4114,2012,65.1,X
95,Total population with access to safe drinking-water (JMP),4114,2017,58.4,I
96,Total population with access to safe drinking-water (JMP),4114,2018,58.4,I
97,Long-term average annual precipitation in volume,4150,1962,2.42004,E
98,Long-term average annual precipitation in volume,4150,1967,2.42004,E
99,Long-term average annual precipitation in volume,4150,1972,2.42004,E
100,Long-term average annual precipitation in volume,4150,1977,2.42004,E
101,Long-term average annual precipitation in volume,4150,1982,2.42004,E
102,Long-term average annual precipitation in volume,4150,1987,2.42004,E
103,Long-term average annual precipitation in volume,4150,1992,2.42004,E
104,Long-term average annual precipitation in volume,4150,1997,2.42004,E
105,Long-term average annual precipitation in volume,4150,2002,2.42004,E
106,Long-term average annual precipitation in volume,4150,2007,2.42004,E
107,Long-term average annual precipitation in volume,4150,2012,2.42004,E
108,Long-term average annual precipitation in volume,4150,2017,2.42004,E
109,Long-term average annual precipitation in volume,4150,2018,2.42004,E
110,Interannual variability (WRI),4541,2017,2.7,I
111,Interannual variability (WRI),4541,2018,2.7,I
112,Seasonal variability (WRI),4542,2017,3.1,I
113,Seasonal variability (WRI),4542,2018,3.1,I
114,Flood occurrence (WRI),4543,2017,3.0,I
115,Flood occurrence (WRI),4543,2018,3.0,I
116,Surface water: entering the country (total),4159,1962,0.015,
117,Surface water: entering the country (total),4159,1967,0.015,
118,Surface water: entering the country (total),4159,1972,0.015,
119,Surface water: entering the country (total),4159,1977,0.015,
120,Surface water: entering the country (total),4159,1982,0.015,
121,Surface water: entering the country (total),4159,1987,0.015,
122,Surface water: entering the country (total),4159,1992,0.015,
123,Surface water: entering the country (total),4159,1997,0.015,
124,Surface water: entering the country (total),4159,2002,0.015,
125,Surface water: entering the country (total),4159,2007,0.015,
126,Surface water: entering the country (total),4159,2012,0.015,
127,Surface water: entering the country (total),4159,2017,0.015,
128,Surface water: leaving the country to other countries (total),4171,1962,0.017,
129,Surface water: leaving the country to other countries (total),4171,1967,0.017,
130,Surface water: leaving the country to other countries (total),4171,1972,0.017,
131,Surface water: leaving the country to other countries (total),4171,1977,0.017,
132,Surface water: leaving the country to other countries (total),4171,1982,0.017,
133,Surface water: leaving the country to other countries (total),4171,1987,0.017,
134,Surface water: leaving the country to other countries (total),4171,1992,0.017,
135,Surface water: leaving the country to other countries (total),4171,1997,0.017,
136,Surface water: leaving the country to other countries (total),4171,2002,0.017,
137,Surface water: leaving the country to other countries (total),4171,2007,0.017,
138,Surface water: leaving the country to other countries (total),4171,2012,0.017,
139,Surface water: leaving the country to other countries (total),4171,2017,0.017,
140,Groundwater: entering the country (total),4177,1962,0.01,
141,Groundwater: entering the country (total),4177,1967,0.01,
142,Groundwater: entering the country (total),4177,1972,0.01,
143,Groundwater: entering the country (total),4177,1977,0.01,
144,Groundwater: entering the country (total),4177,1982,0.01,
145,Groundwater: entering the country (total),4177,1987,0.01,
146,Groundwater: entering the country (total),4177,1992,0.01,
147,Groundwater: entering the country (total),4177,1997,0.01,
148,Groundwater: entering the country (total),4177,2002,0.01,
149,Groundwater: entering the country (total),4177,2007,0.01,
150,Groundwater: entering the country (total),4177,2012,0.01,
151,Groundwater: entering the country (total),4177,2017,0.01,
152,Dependency ratio,4192,1962,2.9868578256,E
153,Dependency ratio,4192,1967,2.9868578256,E
154,Dependency ratio,4192,1972,2.9868578256,E
155,Dependency ratio,4192,1977,2.9868578256,E
156,Dependency ratio,4192,1982,2.9868578256,E
157,Dependency ratio,4192,1987,2.9868578256,E
158,Dependency ratio,4192,1992,2.9868578256,E
159,Dependency ratio,4192,1997,2.9868578256,E
160,Dependency ratio,4192,2002,2.9868578256,E
