,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1962,26771.0,X
1,Total area of the country (excl. coastal water),4100,1967,26771.0,X
2,Total area of the country (excl. coastal water),4100,1972,26771.0,X
3,Total area of the country (excl. coastal water),4100,1977,26771.0,X
4,Total area of the country (excl. coastal water),4100,1982,26771.0,X
5,Total area of the country (excl. coastal water),4100,1987,26771.0,X
6,Total area of the country (excl. coastal water),4100,1992,26771.0,X
7,Total area of the country (excl. coastal water),4100,1997,26771.0,X
8,Total area of the country (excl. coastal water),4100,2002,26771.0,X
9,Total area of the country (excl. coastal water),4100,2007,26771.0,X
10,Total area of the country (excl. coastal water),4100,2012,26771.0,X
11,Total area of the country (excl. coastal water),4100,2017,26771.0,E
12,Total area of the country (excl. coastal water),4100,2018,26771.0,E
13,Cultivated area (arable land + permanent crops),4103,1962,3015.0,X
14,Cultivated area (arable land + permanent crops),4103,1967,3003.0,X
15,Cultivated area (arable land + permanent crops),4103,1972,2981.0,X
16,Cultivated area (arable land + permanent crops),4103,1977,2766.0,X
17,Cultivated area (arable land + permanent crops),4103,1982,2579.0,X
18,Cultivated area (arable land + permanent crops),4103,1987,2660.0,X
19,Cultivated area (arable land + permanent crops),4103,1992,2120.0,X
20,Cultivated area (arable land + permanent crops),4103,1997,1603.0,X
21,Cultivated area (arable land + permanent crops),4103,2002,534.0,X
22,Cultivated area (arable land + permanent crops),4103,2007,500.0,X
23,Cultivated area (arable land + permanent crops),4103,2012,580.4,X
24,Cultivated area (arable land + permanent crops),4103,2017,558.0,X
25,Total population,4104,1962,2477.199,X
26,Total population,4104,1967,2702.676,X
27,Total population,4104,1972,2929.686,X
28,Total population,4104,1977,3122.406,X
29,Total population,4104,1982,3188.539,X
30,Total population,4104,1987,3310.743,X
31,Total population,4104,1992,3503.181,X
32,Total population,4104,1997,3752.362,X
33,Total population,4104,2002,3963.206,X
34,Total population,4104,2007,4233.046,X
35,Total population,4104,2012,4468.457,X
36,Total population,4104,2017,4702.034,X
37,Total population,4104,2018,4743.131,X
38,Rural population,4105,1962,566.457,X
39,Rural population,4105,1967,544.533,X
40,Rural population,4105,1972,532.656,X
41,Rural population,4105,1977,526.803,X
42,Rural population,4105,1982,524.464,X
43,Rural population,4105,1987,528.879,X
44,Rural population,4105,1992,521.886,X
45,Rural population,4105,1997,533.552,X
46,Rural population,4105,2002,548.484,X
47,Rural population,4105,2007,578.237,X
48,Rural population,4105,2012,618.306,X
49,Rural population,4105,2017,636.894,X
50,Rural population,4105,2018,639.408,X
51,Urban population,4106,1962,1910.742,X
52,Urban population,4106,1967,2158.143,X
53,Urban population,4106,1972,2397.03,X
54,Urban population,4106,1977,2595.603,X
55,Urban population,4106,1982,2664.075,X
56,Urban population,4106,1987,2781.864,X
57,Urban population,4106,1992,2981.295,X
58,Urban population,4106,1997,3218.81,X
59,Urban population,4106,2002,3414.722,X
60,Urban population,4106,2007,3654.914,X
61,Urban population,4106,2012,3849.437,X
62,Urban population,4106,2017,4068.924,X
63,Urban population,4106,2018,4110.19,X
