,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1962,124019.0,X
1,Total area of the country (excl. coastal water),4100,1967,124019.0,X
2,Total area of the country (excl. coastal water),4100,1972,124019.0,X
3,Total area of the country (excl. coastal water),4100,1977,124019.0,X
4,Total area of the country (excl. coastal water),4100,1982,124019.0,X
5,Total area of the country (excl. coastal water),4100,1987,124019.0,X
6,Total area of the country (excl. coastal water),4100,1992,124019.0,X
7,Total area of the country (excl. coastal water),4100,1997,124019.0,X
8,Total area of the country (excl. coastal water),4100,2002,124019.0,X
9,Total area of the country (excl. coastal water),4100,2007,124019.0,X
10,Total area of the country (excl. coastal water),4100,2012,124019.0,X
11,Total area of the country (excl. coastal water),4100,2017,124019.0,E
12,Total area of the country (excl. coastal water),4100,2018,124019.0,E
13,Cultivated area (arable land + permanent crops),4103,1962,1703.0,X
14,Cultivated area (arable land + permanent crops),4103,1967,1728.0,X
15,Cultivated area (arable land + permanent crops),4103,1972,1778.0,X
16,Cultivated area (arable land + permanent crops),4103,1977,2075.0,X
17,Cultivated area (arable land + permanent crops),4103,1982,2083.0,X
18,Cultivated area (arable land + permanent crops),4103,1987,2106.0,X
19,Cultivated area (arable land + permanent crops),4103,1992,2240.0,X
20,Cultivated area (arable land + permanent crops),4103,1997,4650.0,X
21,Cultivated area (arable land + permanent crops),4103,2002,5045.0,X
22,Cultivated area (arable land + permanent crops),4103,2007,5958.0,X
23,Cultivated area (arable land + permanent crops),4103,2012,7011.0,X
24,Cultivated area (arable land + permanent crops),4103,2017,6561.0,X
25,Cultivated area (arable land + permanent crops),4103,2018,6561.0,X
26,Total population,4104,1962,5381.368,X
27,Total population,4104,1967,5706.199,X
28,Total population,4104,1972,6147.458,X
29,Total population,4104,1977,6712.267,X
30,Total population,4104,1982,7388.668,X
31,Total population,4104,1987,8062.219,X
32,Total population,4104,1992,8850.334,X
33,Total population,4104,1997,10094.368,X
34,Total population,4104,2002,11616.887,X
35,Total population,4104,2007,13651.464,X
36,Total population,4104,2012,15979.496,X
37,Total population,4104,2017,18512.43,X
38,Total population,4104,2018,19077.749,X
39,Rural population,4105,1962,4753.796,X
40,Rural population,4105,1967,4948.733,X
41,Rural population,4105,1972,5220.89,X
42,Rural population,4105,1977,5565.732,X
43,Rural population,4105,1982,5949.567,X
44,Rural population,4105,1987,6287.246,X
45,Rural population,4105,1992,6723.429,X
46,Rural population,4105,1997,7440.503,X
47,Rural population,4105,2002,8169.81,X
48,Rural population,4105,2007,9078.96,X
49,Rural population,4105,2012,9988.283,X
50,Rural population,4105,2017,10833.712,X
51,Rural population,4105,2018,11014.386,X
52,Urban population,4106,1962,627.572,X
53,Urban population,4106,1967,757.466,X
54,Urban population,4106,1972,926.568,X
55,Urban population,4106,1977,1146.669,X
56,Urban population,4106,1982,1438.089,X
57,Urban population,4106,1987,1780.512,X
58,Urban population,4106,1992,2144.834,X
59,Urban population,4106,1997,2673.591,X
60,Urban population,4106,2002,3469.119,X
61,Urban population,4106,2007,4596.646,X
62,Urban population,4106,2012,6018.387,X
63,Urban population,4106,2017,7708.268,X
64,Urban population,4106,2018,8093.32,X
65,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2002,0.7066,I
66,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2007,0.698,I
67,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2012,0.6773333333,I
68,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2017,0.6767,I
69,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2018,0.6767,I
70,Gross Domestic Product (GDP),4112,1967,275494478.0,X
71,Gross Domestic Product (GDP),4112,1972,433311866.0,X
72,Gross Domestic Product (GDP),4112,1977,966485827.0,X
73,Gross Domestic Product (GDP),4112,1982,1336881878.0,X
74,Gross Domestic Product (GDP),4112,1987,2175594835.0,X
75,Gross Domestic Product (GDP),4112,1992,3095266279.0,X
76,Gross Domestic Product (GDP),4112,1997,2871846026.0,X
77,Gross Domestic Product (GDP),4112,2002,3889758004.0,X
78,Gross Domestic Product (GDP),4112,2007,8145694928.0,X
79,Gross Domestic Product (GDP),4112,2012,12442747022.0,X
80,Gross Domestic Product (GDP),4112,2016,14042785810.0,X
81,GDP per capita,4458,1972,70.486348,X
82,GDP per capita,4458,1977,143.985115,X
83,GDP per capita,4458,1982,180.961577,X
84,GDP per capita,4458,1987,269.665356,X
85,GDP per capita,4458,1992,349.027344,X
86,GDP per capita,4458,1997,283.944961,X
87,GDP per capita,4458,2002,334.2024,X
88,GDP per capita,4458,2007,595.636854,X
89,GDP per capita,4458,2012,777.347632,X
90,GDP per capita,4458,2017,829.238323,X
91,GDP per capita,4458,2018,898.685409,X
92,"Agriculture, value added (% GDP)",4113,1967,69.06,X
93,"Agriculture, value added (% GDP)",4113,1972,81.926595,X
94,"Agriculture, value added (% GDP)",4113,1977,78.366334,X
95,"Agriculture, value added (% GDP)",4113,1982,54.809589,X
96,"Agriculture, value added (% GDP)",4113,1987,42.809784,X
97,"Agriculture, value added (% GDP)",4113,1992,41.779824,X
98,"Agriculture, value added (% GDP)",4113,1997,35.448112,X
99,"Agriculture, value added (% GDP)",4113,2002,32.17801,X
100,"Agriculture, value added (% GDP)",4113,2007,30.287546,X
101,"Agriculture, value added (% GDP)",4113,2012,37.533909,X
102,"Agriculture, value added (% GDP)",4113,2014,36.785454,X
103,"Agriculture, value added to GDP",4548,1967,170028650.0,X
104,"Agriculture, value added to GDP",4548,1969,192985393.0,X
105,Number of people undernourished (3-year average),4473,1992,1400.0,X
106,Number of people undernourished (3-year average),4473,1997,1700.0,X
107,Number of people undernourished (3-year average),4473,2002,1800.0,X
108,Number of people undernourished (3-year average),4473,2007,1600.0,X
109,Number of people undernourished (3-year average),4473,2009,1300.0,X
110,Number of people undernourished (3-year average),4473,2017,900.0,X
111,Prevalence of undernourishment (3-year average),4474,1992,16.7,X
112,Prevalence of undernourishment (3-year average),4474,1997,18.1,X
113,Prevalence of undernourishment (3-year average),4474,2001,14.6,X
114,Prevalence of undernourishment (3-year average),4474,2017,5.3,X
115,Total population with access to safe drinking-water (JMP),4114,1992,31.0,X
116,Total population with access to safe drinking-water (JMP),4114,1997,40.6,X
117,Total population with access to safe drinking-water (JMP),4114,2002,50.6,X
118,Total population with access to safe drinking-water (JMP),4114,2007,60.8,X
119,Total population with access to safe drinking-water (JMP),4114,2012,70.9,X
120,Total population with access to safe drinking-water (JMP),4114,2017,77.0,I
121,Total population with access to safe drinking-water (JMP),4114,2018,77.0,I
122,Population affected by water related disease,4403,2012,2291.0,I
123,Population affected by water related disease,4403,2017,2291.0,I
124,Population affected by water related disease,4403,2018,2291.0,I
125,Long-term average annual precipitation in volume,4150,1962,349.73358,E
126,Long-term average annual precipitation in volume,4150,1967,349.73358,E
127,Long-term average annual precipitation in volume,4150,1972,349.73358,E
128,Long-term average annual precipitation in volume,4150,1977,349.73358,E
129,Long-term average annual precipitation in volume,4150,1982,349.73358,E
130,Long-term average annual precipitation in volume,4150,1987,349.73358,E
131,Long-term average annual precipitation in volume,4150,1992,349.73358,E
132,Long-term average annual precipitation in volume,4150,1997,349.73358,E
133,Long-term average annual precipitation in volume,4150,2002,349.73358,E
134,Long-term average annual precipitation in volume,4150,2007,349.73358,E
135,Long-term average annual precipitation in volume,4150,2012,349.73358,E
136,Long-term average annual precipitation in volume,4150,2017,349.73358,E
137,Long-term average annual precipitation in volume,4150,2018,349.73358,E
138,Interannual variability (WRI),4541,2017,1.3,I
139,Interannual variability (WRI),4541,2018,1.3,I
140,Seasonal variability (WRI),4542,2017,4.0,I
141,Seasonal variability (WRI),4542,2018,4.0,I
142,Flood occurrence (WRI),4543,2017,2.6,I
143,Flood occurrence (WRI),4543,2018,2.6,I
155,Surface water: entering the country (total),4159,2017,60.0,
167,Surface water: leaving the country to other countries (total),4171,2017,50.0,
168,Groundwater: entering the country (total),4177,1962,0.0,E
169,Groundwater: entering the country (total),4177,1967,0.0,E
