,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1962,513.0,X
1,Total area of the country (excl. coastal water),4100,1967,513.0,X
2,Total area of the country (excl. coastal water),4100,1972,513.0,X
3,Total area of the country (excl. coastal water),4100,1977,513.0,X
4,Total area of the country (excl. coastal water),4100,1982,513.0,X
5,Total area of the country (excl. coastal water),4100,1987,513.0,X
6,Total area of the country (excl. coastal water),4100,1992,513.0,X
7,Total area of the country (excl. coastal water),4100,1997,513.0,X
8,Total area of the country (excl. coastal water),4100,2002,513.0,X
9,Total area of the country (excl. coastal water),4100,2007,513.0,X
10,Total area of the country (excl. coastal water),4100,2012,513.0,X
11,Total area of the country (excl. coastal water),4100,2017,513.0,E
12,Total area of the country (excl. coastal water),4100,2018,513.0,E
13,Cultivated area (arable land + permanent crops),4103,1962,92.0,X
14,Cultivated area (arable land + permanent crops),4103,1967,92.0,X
15,Cultivated area (arable land + permanent crops),4103,1972,95.0,X
16,Cultivated area (arable land + permanent crops),4103,1977,100.0,X
17,Cultivated area (arable land + permanent crops),4103,1982,82.0,X
18,Cultivated area (arable land + permanent crops),4103,1987,65.0,X
19,Cultivated area (arable land + permanent crops),4103,1992,75.0,X
20,Cultivated area (arable land + permanent crops),4103,1997,65.0,X
21,Cultivated area (arable land + permanent crops),4103,2002,53.0,X
22,Cultivated area (arable land + permanent crops),4103,2007,47.0,X
23,Cultivated area (arable land + permanent crops),4103,2012,47.0,X
24,Cultivated area (arable land + permanent crops),4103,2017,47.0,X
25,Cultivated area (arable land + permanent crops),4103,2018,47.0,X
26,Total population,4104,1962,879.441,X
27,Total population,4104,1967,925.235,X
28,Total population,4104,1972,968.136,X
29,Total population,4104,1977,1039.212,X
30,Total population,4104,1982,1120.02,X
31,Total population,4104,1987,1194.541,X
32,Total population,4104,1992,1236.683,X
33,Total population,4104,1997,1259.848,X
34,Total population,4104,2002,1277.213,X
35,Total population,4104,2007,1308.451,X
36,Total population,4104,2012,1344.819,X
37,Total population,4104,2017,1384.059,X
38,Total population,4104,2018,1389.843,X
39,Rural population,4105,1962,564.409,X
40,Rural population,4105,1967,552.827,X
41,Rural population,4105,1972,533.889,X
42,Rural population,4105,1977,524.357,X
43,Rural population,4105,1982,530.58,X
44,Rural population,4105,1987,554.917,X
45,Rural population,4105,1992,563.164,X
46,Rural population,4105,1997,562.186,X
47,Rural population,4105,2002,568.249,X
48,Rural population,4105,2007,594.531,X
49,Rural population,4105,2012,621.549,X
50,Rural population,4105,2017,640.679,X
51,Rural population,4105,2018,642.593,X
52,Urban population,4106,1962,315.614,X
53,Urban population,4106,1967,373.082,X
54,Urban population,4106,1972,434.852,X
55,Urban population,4106,1977,515.404,X
56,Urban population,4106,1982,590.031,X
57,Urban population,4106,1987,640.33,X
58,Urban population,4106,1992,674.323,X
59,Urban population,4106,1997,698.492,X
60,Urban population,4106,2002,709.588,X
61,Urban population,4106,2007,714.729,X
62,Urban population,4106,2012,720.039,X
63,Urban population,4106,2017,728.446,X
64,Urban population,4106,2018,730.005,X
65,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2007,0.3394,I
66,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2012,0.3223333333,I
67,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2017,0.3714,I
68,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2018,0.3714,I
69,Gross Domestic Product (GDP),4112,1962,619322802.0,X
70,Gross Domestic Product (GDP),4112,1967,761981451.0,X
71,Gross Domestic Product (GDP),4112,1972,1086564717.0,X
72,Gross Domestic Product (GDP),4112,1977,3147186080.0,X
73,Gross Domestic Product (GDP),4112,1982,8162295823.0,X
74,Gross Domestic Product (GDP),4112,1987,4810672857.0,X
