,Variable Name,Variable Id,Year,Value,Symbol
0,Total area of the country (excl. coastal water),4100,1997,110430.0,X
1,Total area of the country (excl. coastal water),4100,2002,110430.0,X
2,Total area of the country (excl. coastal water),4100,2007,110430.0,X
3,Total area of the country (excl. coastal water),4100,2012,110430.0,X
4,Total area of the country (excl. coastal water),4100,2016,110430.0,X
5,Cultivated area (arable land + permanent crops),4103,1997,10492.0,X
6,Cultivated area (arable land + permanent crops),4103,2002,10498.0,X
7,Cultivated area (arable land + permanent crops),4103,2007,15077.0,X
8,Cultivated area (arable land + permanent crops),4103,2012,16488.0,X
9,Cultivated area (arable land + permanent crops),4103,2017,17540.1,X
10,Cultivated area (arable land + permanent crops),4103,2018,17903.0,X
11,Total population,4104,1997,60697.443,X
12,Total population,4104,2002,70142.091,X
13,Total population,4104,2007,80674.348,X
14,Total population,4104,2012,92726.985,X
15,Total population,4104,2017,106399.924,X
16,Total population,4104,2018,109224.414,X
17,Rural population,4105,1997,52326.119,X
18,Rural population,4105,2002,59839.634,X
19,Rural population,4105,2007,67946.189,X
20,Rural population,4105,2012,75656.319,X
21,Rural population,4105,2017,83640.582,X
22,Rural population,4105,2018,85207.113,X
23,Urban population,4106,1997,8650.331,X
24,Urban population,4106,2002,10657.558,X
25,Urban population,4106,2007,13054.22,X
26,Urban population,4106,2012,16787.864,X
27,Urban population,4106,2017,21316.856,X
28,Urban population,4106,2018,22327.769,X
29,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2017,0.5583,I
30,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2018,0.5583,I
31,Gross Domestic Product (GDP),4112,1997,8521562903.0,X
32,Gross Domestic Product (GDP),4112,2002,7691050743.0,X
33,Gross Domestic Product (GDP),4112,2007,18991964042.0,X
34,Gross Domestic Product (GDP),4112,2012,42210509593.0,X
35,Gross Domestic Product (GDP),4112,2016,72157653321.0,X
36,GDP per capita,4458,1997,139.751706,X
37,GDP per capita,4458,2002,109.097264,X
38,GDP per capita,4458,2007,234.467508,X
39,GDP per capita,4458,2012,456.605361,X
40,GDP per capita,4458,2017,731.580209,X
41,GDP per capita,4458,2018,746.664248,X
42,"Agriculture, value added (% GDP)",4113,1997,52.853513,X
43,"Agriculture, value added (% GDP)",4113,2002,39.400561,X
44,"Agriculture, value added (% GDP)",4113,2007,43.038859,X
45,"Agriculture, value added (% GDP)",4113,2012,44.330916,X
46,"Agriculture, value added (% GDP)",4113,2016,34.696956,X
47,Number of people undernourished (3-year average),4473,1997,40600.0,X
48,Number of people undernourished (3-year average),4473,2001,34600.0,X
49,Prevalence of undernourishment (3-year average),4474,1997,69.0,X
50,Prevalence of undernourishment (3-year average),4474,2001,52.0,X
51,Total population with access to safe drinking-water (JMP),4114,1997,23.3,X
52,Total population with access to safe drinking-water (JMP),4114,2002,32.7,X
53,Total population with access to safe drinking-water (JMP),4114,2007,42.0,X
54,Total population with access to safe drinking-water (JMP),4114,2012,51.6,X
55,Total population with access to safe drinking-water (JMP),4114,2017,57.3,I
56,Total population with access to safe drinking-water (JMP),4114,2018,57.3,I
57,Long-term average annual precipitation in volume,4150,1997,936.4464,E
58,Long-term average annual precipitation in volume,4150,2002,936.4464,E
59,Long-term average annual precipitation in volume,4150,2007,936.4464,E
60,Long-term average annual precipitation in volume,4150,2012,936.4464,E
61,Long-term average annual precipitation in volume,4150,2016,936.4464,E
62,Interannual variability (WRI),4541,2017,1.8,I
63,Interannual variability (WRI),4541,2018,1.8,I
64,Seasonal variability (WRI),4542,2017,3.3,I
65,Seasonal variability (WRI),4542,2018,3.3,I
66,Flood occurrence (WRI),4543,2017,3.2,I
67,Flood occurrence (WRI),4543,2018,3.2,I
68,Surface water: entering the country (total),4159,1997,0.0,
69,Surface water: entering the country (total),4159,2002,0.0,
70,Surface water: entering the country (total),4159,2007,0.0,
71,Surface water: entering the country (total),4159,2012,0.0,
72,Surface water: entering the country (total),4159,2017,0.0,
84,Surface water: leaving the country to other countries (total),4171,2017,96.5,
85,Groundwater: entering the country (total),4177,1997,0.0,
86,Groundwater: entering the country (total),4177,2002,0.0,
87,Groundwater: entering the country (total),4177,2007,0.0,
88,Groundwater: entering the country (total),4177,2012,0.0,
89,Groundwater: entering the country (total),4177,2017,0.0,
90,Dependency ratio,4192,1997,0.0,E
91,Dependency ratio,4192,2002,0.0,E
92,Dependency ratio,4192,2007,0.0,E
93,Dependency ratio,4192,2012,0.0,E
94,Dependency ratio,4192,2017,0.0,E
95,Dependency ratio,4192,2018,0.0,E
103,Total internal renewable water resources (IRWR),4157,1997,122.0,E
104,Total internal renewable water resources (IRWR),4157,2002,122.0,E
