country,country_id,variable_name,variable_id,year,value,symbol,md,ref
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,1992,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,1997,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,2002,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,2007,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,2012,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,2017,0.079,I,,0
Albania,8,Area equipped for power irrigation (surface water or groundwater),4326,2018,0.079,I,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,1992,0.019897941,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,1997,0.019897941,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,2002,0.02283237,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,2007,0.019897941,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,2012,0.02283237,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,2017,0.019897941,E,,0
Albania,8,Percent of area equipped for irrigation power irrigated,4327,2018,0.019897941,E,,0
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,1997,0.127,,,4951
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,2002,0.127,I,,0
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,2007,0.127,I,,0
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,2012,0.127,I,,0
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,2017,0.127,I,,0
Antigua and Barbuda,28,Area equipped for power irrigation (surface water or groundwater),4326,2018,0.127,I,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,1997,97.69230769,E,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,2002,61.99569275,E,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,2007,45.40483701,E,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,2012,35.81916217,E,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,2017,33.02990897,E,,0
Antigua and Barbuda,28,Percent of area equipped for irrigation power irrigated,4327,2018,33.02990897,E,,0
Argentina,32,Area equipped for power irrigation (surface water or groundwater),4326,1997,403.1,I,,0
Argentina,32,Area equipped for power irrigation (surface water or groundwater),4326,2002,403.1,I,,0
