country,country_id,variable_name,variable_id,year,value,symbol,md,ref
Afghanistan,4,Total harvested irrigated crop area (full control irrigation),4379,2012,2176,I,,0
Afghanistan,4,Total harvested irrigated crop area (full control irrigation),4379,2017,2176,I,,0
Afghanistan,4,Total harvested irrigated crop area (full control irrigation),4379,2018,2176,I,,0
Afghanistan,4,Total temporary irrigated crop area,4520,2012,1978,I,,0
Afghanistan,4,Total temporary irrigated crop area,4520,2017,1978,I,,0
Afghanistan,4,Total temporary irrigated crop area,4520,2018,1978,I,,0
Afghanistan,4,Total permanent irrigated crop area,4521,2012,198,I,,0
Afghanistan,4,Total permanent irrigated crop area,4521,2017,198,I,,0
Afghanistan,4,Total permanent irrigated crop area,4521,2018,198,I,,0
Afghanistan,4,Irrigated cropping intensity,4464,2012,106.4579256,E,,0
Afghanistan,4,Irrigated cropping intensity,4464,2017,100.5080831,E,,0
Afghanistan,4,Irrigated cropping intensity,4464,2018,100.5080831,E,,0
Albania,8,Total harvested irrigated crop area (full control irrigation),4379,2007,102.7,I,,0
Albania,8,Total harvested irrigated crop area (full control irrigation),4379,2012,102.7,I,,0
Albania,8,Total harvested irrigated crop area (full control irrigation),4379,2017,102.7,I,,0
Albania,8,Total harvested irrigated crop area (full control irrigation),4379,2018,102.7,I,,0
Albania,8,Total temporary irrigated crop area,4520,2007,94.4,I,,0
Albania,8,Total temporary irrigated crop area,4520,2012,94.4,I,,0
Albania,8,Total temporary irrigated crop area,4520,2017,94.4,I,,0
Albania,8,Total temporary irrigated crop area,4520,2018,94.4,I,,0
Albania,8,Total permanent irrigated crop area,4521,2007,8.3,I,,0
Albania,8,Total permanent irrigated crop area,4521,2012,8.3,I,,0
Albania,8,Total permanent irrigated crop area,4521,2017,8.3,I,,0
Albania,8,Total permanent irrigated crop area,4521,2018,8.3,I,,0
Albania,8,Irrigated cropping intensity,4464,2007,96.43192488,E,,0
Albania,8,Irrigated cropping intensity,4464,2012,50.17098192,E,,0
Albania,8,Irrigated cropping intensity,4464,2017,44.0017138,E,,0
Albania,8,Irrigated cropping intensity,4464,2018,44.19104991,E,,0
