country,year,value,symbol,lat,lon
Afghanistan,2007,10.0,I,33.7680065,66.2385139
Afghanistan,2012,10.0,I,33.7680065,66.2385139
Afghanistan,2017,10.0,I,33.7680065,66.2385139
Afghanistan,2018,10.0,I,33.7680065,66.2385139
Bangladesh,2012,30.0,I,23.5031022,90.00386523825051
Bangladesh,2017,30.0,I,23.5031022,90.00386523825051
Bangladesh,2018,30.0,I,23.5031022,90.00386523825051
Bolivia (Plurinational State of),2012,0.53,I,-17.0568696,-64.9912286
Bolivia (Plurinational State of),2017,0.53,I,-17.0568696,-64.9912286
Bolivia (Plurinational State of),2018,0.53,I,-17.0568696,-64.9912286
China,2007,255.0,I,35.000074,104.999927
China,2012,255.0,I,35.000074,104.999927
China,2017,255.0,I,35.000074,104.999927
China,2018,255.0,I,35.000074,104.999927
Egypt,2002,30.28,OF,26.2540493,29.2675469
Egypt,2007,28.855,I,26.2540493,29.2675469
Egypt,2012,28.0,I,26.2540493,29.2675469
Egypt,2017,28.0,I,26.2540493,29.2675469
Egypt,2018,28.0,I,26.2540493,29.2675469
Iraq,2012,13.12,I,33.0955793,44.1749775
Iraq,2017,13.12,I,33.0955793,44.1749775
Iraq,2018,13.12,I,33.0955793,44.1749775
Morocco,2002,3.2,I,31.1728205,-7.3362482
Morocco,2007,3.2,I,31.1728205,-7.3362482
Morocco,2012,3.2,I,31.1728205,-7.3362482
Morocco,2017,3.2,I,31.1728205,-7.3362482
Morocco,2018,3.2,I,31.1728205,-7.3362482
Myanmar,1997,72.62636364,I,17.1750495,95.9999652
Myanmar,2002,76.16727273,I,17.1750495,95.9999652
Myanmar,2007,79.0,I,17.1750495,95.9999652
Myanmar,2012,79.0,I,17.1750495,95.9999652
Myanmar,2017,79.0,I,17.1750495,95.9999652
Myanmar,2018,79.0,I,17.1750495,95.9999652
Nicaragua,2012,0.033,I,12.6090157,-85.2936911
Nicaragua,2017,0.033,I,12.6090157,-85.2936911
Nicaragua,2018,0.033,I,12.6090157,-85.2936911
Oman,2007,0.0001,I,21.0000287,57.0036901
Oman,2012,0.0001,I,21.0000287,57.0036901
Oman,2017,0.0001,I,21.0000287,57.0036901
Oman,2018,0.0001,I,21.0000287,57.0036901
Pakistan,2012,69.92,I,30.3308401,71.247499
Pakistan,2017,69.92,I,30.3308401,71.247499
Pakistan,2018,69.92,I,30.3308401,71.247499
South Africa,2002,1.5,I,-28.8166236,24.991639
South Africa,2007,1.5,I,-28.8166236,24.991639
South Africa,2012,1.5,I,-28.8166236,24.991639
South Africa,2017,1.5,I,-28.8166236,24.991639
South Africa,2018,1.5,I,-28.8166236,24.991639
Tajikistan,2012,0.616,I,38.6281733,70.8156541
Tajikistan,2017,0.616,I,38.6281733,70.8156541
Tajikistan,2018,0.616,I,38.6281733,70.8156541
Uganda,2017,0.2,I,1.5333554,32.2166578
Uganda,2018,0.2,I,1.5333554,32.2166578
Venezuela (Bolivarian Republic of),2012,0.6,I,8.0018709,-66.1109318
Venezuela (Bolivarian Republic of),2017,0.6,I,8.0018709,-66.1109318
Venezuela (Bolivarian Republic of),2018,0.6,I,8.0018709,-66.1109318
Yemen,1997,18.619,I,16.3471243,47.8915271
Yemen,2002,15.634,I,16.3471243,47.8915271
Yemen,2007,14.44,I,16.3471243,47.8915271
Yemen,2012,14.44,I,16.3471243,47.8915271
Yemen,2017,14.44,I,16.3471243,47.8915271
Yemen,2018,14.44,I,16.3471243,47.8915271
