country,year,value,symbol,lat,lon
Afghanistan,2015,26.37290943,E,33.7680065,66.2385139
Albania,1992,6.25311898,E,41.000028,19.9999619
Albania,1997,3.527955671,E,41.000028,19.9999619
Albania,2002,6.335095821,E,41.000028,19.9999619
Albania,2005,7.354723495,E,41.000028,19.9999619
Albania,2009,11.31874975,E,41.000028,19.9999619
Albania,2015,15.58688469,E,41.000028,19.9999619
Algeria,1982,268.4299711,E,28.0000272,2.9999825
Algeria,1987,92.6493675,E,28.0000272,2.9999825
Algeria,1992,56.51446177,E,28.0000272,2.9999825
Algeria,1997,73.2527467,E,28.0000272,2.9999825
Algeria,2002,103.2871769,E,28.0000272,2.9999825
Algeria,2006,160.1229949,E,28.0000272,2.9999825
Algeria,2012,170.2344498,E,28.0000272,2.9999825
Algeria,2016,306.8790041,E,28.0000272,2.9999825
Angola,1997,144.3536595,E,47.2,13.2
Angola,2002,127.6922841,E,47.2,13.2
Angola,2007,201.0141231,E,47.2,13.2
Angola,2012,246.8436518,E,47.2,13.2
Angola,2015,200.8897185,E,47.2,13.2
Antigua and Barbuda,1992,72.80207304,E,17.2234721,-61.9554608
Antigua and Barbuda,1997,69.10113953,E,17.2234721,-61.9554608
Antigua and Barbuda,2002,62.09566525,E,17.2234721,-61.9554608
Antigua and Barbuda,2007,118.7127891,E,17.2234721,-61.9554608
Antigua and Barbuda,2012,53.98541666,E,17.2234721,-61.9554608
Antigua and Barbuda,2015,65.46666668,E,17.2234721,-61.9554608
Argentina,1997,29.85634846,E,-34.9964963,-64.9672817
Argentina,2002,22.93263684,E,-34.9964963,-64.9672817
Argentina,2007,35.95631724,E,-34.9964963,-64.9672817
Argentina,2012,36.67094216,E,-34.9964963,-64.9672817
Argentina,2017,32.63959504,E,-34.9964963,-64.9672817
Armenia,1997,7.58497212,E,40.7696272,44.6736646
Armenia,2002,17.44856307,E,40.7696272,44.6736646
Armenia,2006,22.32401773,E,40.7696272,44.6736646
Armenia,2010,13.4581512,E,40.7696272,44.6736646
Armenia,2016,19.96741255,E,40.7696272,44.6736646
Australia,2015,89.59971098,E,-24.7761086,134.755
Austria,1982,20.1167823,E,47.2,13.2
Austria,1987,19.83234927,E,47.2,13.2
Austria,1992,22.59666809,E,47.2,13.2
Austria,1997,24.78355271,E,47.2,13.2
Austria,2002,27.50160158,E,47.2,13.2
Austria,2006,31.07213321,E,47.2,13.2
Austria,2015,32.00884832,E,47.2,13.2
