,,Value,Symbol
SDG 6.4.2. Water Stress,Afghanistan,54.7570194384,E
SDG 6.4.2. Water Stress,Albania,7.4984375,E
SDG 6.4.2. Water Stress,Algeria,97.464514286,E
SDG 6.4.2. Water Stress,Angola,1.8718832891,E
SDG 6.4.1. Water Use Efficiency,Angola,108.3609599426,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Angola,0.1285287716,E
SDG 6.4.1. Industrial Water Use Efficiency,Angola,201.0141231267,E
SDG 6.4.1. Services Water Use Efficiency,Angola,88.573791723,E
SDG 6.4.2. Water Stress,Antigua and Barbuda,9.4230769231,I
SDG 6.4.1. Water Use Efficiency,Antigua and Barbuda,139.8095079857,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Antigua and Barbuda,1.6101283094,E
SDG 6.4.1. Industrial Water Use Efficiency,Antigua and Barbuda,118.712789071,E
SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,181.1583539402,E
SDG 6.4.2. Water Stress,Argentina,9.7175421959,E
SDG 6.4.1. Industrial Water Use Efficiency,Argentina,35.9563172417,E
SDG 6.4.1. Services Water Use Efficiency,Argentina,51.4046339125,E
SDG 6.4.2. Water Stress,Armenia,60.7625579988,E
SDG 6.4.2. Water Stress,Austria,9.7336971539,E
SDG 6.4.2. Water Stress,Azerbaijan,54.1841466107,E
SDG 6.4.2. Water Stress,Bahrain,187.092476489,I
SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,38.3077986202,E
SDG 6.4.1. Services Water Use Efficiency,Bangladesh,18.7862945757,E
SDG 6.4.2. Water Stress,Barbados,87.5,I
Environmental Flow Requirements,Belarus,27.56,X
SDG 6.4.2. Water Stress,Belarus,5.4146341463,E
SDG 6.4.2. Water Stress,Belgium,76.3390663391,E
SDG 6.4.2. Water Stress,Belize,1.2602944847,E
SDG 6.4.1. Water Use Efficiency,Belize,11.2746848693,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Belize,0.1475097108,E
SDG 6.4.1. Industrial Water Use Efficiency,Belize,10.1844801539,E
SDG 6.4.1. Services Water Use Efficiency,Belize,80.0651340627,E
SDG 6.4.2. Water Stress,Benin,0.975243811,E
SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),1.1689670094,E
SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),166.2252733138,E
SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),73.281064855,E
SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2.5869853918,E
SDG 6.4.2. Water Stress,Botswana,2.0499462892,E
SDG 6.4.2. Water Stress,Brazil,2.9418439716,E
SDG 6.4.1. Water Use Efficiency,Brazil,19.7634395134,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brazil,0.2969923583,E
SDG 6.4.1. Industrial Water Use Efficiency,Brazil,28.7779915064,E
SDG 6.4.1. Services Water Use Efficiency,Brazil,55.2173822862,E
SDG 6.4.2. Water Stress,Brunei Darussalam,3.4664657121,E
SDG 6.4.2. Water Stress,Bulgaria,45.8407864587,E
SDG 6.4.1. Water Use Efficiency,Bulgaria,5.8326347856,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,0.1161509485,E
SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2.2633318128,E
SDG 6.4.1. Services Water Use Efficiency,Bulgaria,25.7338857101,E
SDG 6.4.2. Water Stress,Burkina Faso,7.8202676864,E
SDG 6.4.2. Water Stress,Burundi,10.19286754,E
SDG 6.4.1. Water Use Efficiency,Burundi,4.4992212408,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,0.0420598385,E
SDG 6.4.1. Industrial Water Use Efficiency,Burundi,22.5755372718,E
SDG 6.4.1. Services Water Use Efficiency,Burundi,21.1661607037,E
SDG 6.4.2. Water Stress,Cabo Verde,8.4333333333,E
SDG 6.4.2. Water Stress,Cambodia,1.0365448505,E
SDG 6.4.1. Water Use Efficiency,Cambodia,3.5089164418,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cambodia,0.2476891117,E
SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,83.3398456785,E
SDG 6.4.1. Services Water Use Efficiency,Cambodia,44.9464577067,E
Environmental Flow Requirements,Cameroon,213.4,X
SDG 6.4.2. Water Stress,Cameroon,1.5604301075,E
SDG 6.4.2. Water Stress,Canada,4.2551287333,E
SDG 6.4.2. Water Stress,Central African Republic,0.3356481481,E
SDG 6.4.2. Water Stress,Chad,4.294921875,E
SDG 6.4.2. Water Stress,Chile,10.3862476861,E
SDG 6.4.2. Water Stress,China,41.5345963395,E
SDG 6.4.1. Water Use Efficiency,China,9.8483346525,E
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,China,1.3282700591,E
SDG 6.4.1. Industrial Water Use Efficiency,China,19.2943888504,E
SDG 6.4.1. Services Water Use Efficiency,China,34.3827269012,E
SDG 6.4.2. Water Stress,Colombia,1.6862836826,E
SDG 6.4.2. Water Stress,Comoros,0.8333333333,I
SDG 6.4.2. Water Stress,Congo,0.0274463007,E
SDG 6.4.2. Water Stress,Croatia,1.4472463952,E
SDG 6.4.2. Water Stress,Cuba,16.9836573198,E
SDG 6.4.1. Water Use Efficiency,Cuba,13.5607428633,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cuba,0.1062828396,E
SDG 6.4.1. Industrial Water Use Efficiency,Cuba,19.0024802059,E
SDG 6.4.1. Services Water Use Efficiency,Cuba,30.7217507585,E
SDG 6.4.2. Water Stress,Cyprus,22.4302897758,E
SDG 6.4.2. Water Stress,Czechia,29.9513381995,E
SDG 6.4.2. Water Stress,Côte d’Ivoire,6.4015372641,E
SDG 6.4.1. Water Use Efficiency,Côte d’Ivoire,10.8882398619,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Côte d’Ivoire,0.0981586897,E
SDG 6.4.1. Industrial Water Use Efficiency,Côte d’Ivoire,16.4044708705,E
SDG 6.4.1. Services Water Use Efficiency,Côte d’Ivoire,19.3067247014,E
SDG 6.4.2. Water Stress,Democratic People's Republic of Korea,27.7404677988,E
SDG 6.4.2. Water Stress,Democratic Republic of the Congo,0.2268835048,E
SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,24.0830577008,I
SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Democratic Republic of the Congo,0.2140190646,E
SDG 6.4.1. Industrial Water Use Efficiency,Democratic Republic of the Congo,44.0413406326,E
SDG 6.4.1. Services Water Use Efficiency,Democratic Republic of the Congo,21.4724058263,E
SDG 6.4.2. Water Stress,Denmark,15.0189291509,E
SDG 6.4.2. Water Stress,Djibouti,6.3333333333,I
SDG 6.4.2. Water Stress,Dominica,9.15,I
